5669,test,"Sun, 28 Oct 2018 18:32:30 GMT","Sun, 28 Oct 2018 18:56:33 GMT",0
5668,test,"Sun, 28 Oct 2018 16:21:01 GMT","Sun, 28 Oct 2018 18:21:06 GMT",0
5667,test,"Sun, 28 Oct 2018 14:13:39 GMT","Sun, 28 Oct 2018 16:00:37 GMT",0
5666,test,"Sun, 28 Oct 2018 13:00:25 GMT","Sun, 28 Oct 2018 14:05:17 GMT",0
5665,test,"Sun, 28 Oct 2018 12:41:53 GMT","Sun, 28 Oct 2018 12:52:17 GMT",0
5664,test,"Sun, 28 Oct 2018 12:26:31 GMT","Sun, 28 Oct 2018 12:31:55 GMT",0
5663,test,"Sun, 28 Oct 2018 12:00:09 GMT","Sun, 28 Oct 2018 12:15:23 GMT",0
5662,test,"Sun, 28 Oct 2018 10:52:58 GMT","Sun, 28 Oct 2018 11:53:35 GMT",0
5661,test,"Sun, 28 Oct 2018 10:20:10 GMT","Sun, 28 Oct 2018 10:45:18 GMT",0
5660,calibration,"Sat, 27 Oct 2018 19:14:56 GMT","Sat, 27 Oct 2018 20:15:57 GMT",0
5659,calibration,"Sat, 27 Oct 2018 18:11:04 GMT","Sat, 27 Oct 2018 19:11:23 GMT",0
5658,,"Sat, 27 Oct 2018 18:06:55 GMT","Sat, 27 Oct 2018 18:06:55 GMT",0
5657,calibration,"Sat, 27 Oct 2018 16:58:42 GMT","Sat, 27 Oct 2018 17:59:42 GMT",0
5656,calibration,"Sat, 27 Oct 2018 16:55:44 GMT","Sat, 27 Oct 2018 16:57:00 GMT",0
5655,test,"Sat, 27 Oct 2018 16:55:03 GMT","Sun, 28 Oct 2018 09:54:42 GMT",0
5654,test,"Sat, 27 Oct 2018 16:42:54 GMT","Sat, 27 Oct 2018 16:43:48 GMT",0
5653,calibration,"Sat, 27 Oct 2018 15:50:33 GMT","Sat, 27 Oct 2018 16:51:08 GMT",0
5652,calibration,"Sat, 27 Oct 2018 15:23:01 GMT","Sat, 27 Oct 2018 15:29:15 GMT",0
5651,calibration,"Sat, 27 Oct 2018 15:12:03 GMT","Sat, 27 Oct 2018 15:18:29 GMT",0
5650,calibration,"Sat, 27 Oct 2018 15:02:42 GMT","Sat, 27 Oct 2018 15:09:12 GMT",0
5649,calibration,"Sat, 27 Oct 2018 14:53:17 GMT","Sat, 27 Oct 2018 14:59:35 GMT",0
5648,calibration,"Sat, 27 Oct 2018 14:44:49 GMT","Sat, 27 Oct 2018 14:50:52 GMT",0
5647,calibration,"Sat, 27 Oct 2018 14:35:13 GMT","Sat, 27 Oct 2018 14:42:02 GMT",0
5646,test,"Sat, 27 Oct 2018 14:26:47 GMT","Sat, 27 Oct 2018 16:36:42 GMT",0
5645,calibration,"Sat, 27 Oct 2018 14:25:46 GMT","Sat, 27 Oct 2018 14:32:02 GMT",0
5644,test,"Sat, 27 Oct 2018 14:17:28 GMT","Sat, 27 Oct 2018 14:17:48 GMT",0
5643,test,"Sat, 27 Oct 2018 14:14:15 GMT","Sat, 27 Oct 2018 14:20:07 GMT",0
5642,test,"Sat, 27 Oct 2018 13:58:06 GMT","Sat, 27 Oct 2018 14:05:00 GMT",0
5641,test,"Sat, 27 Oct 2018 13:44:27 GMT","Sat, 27 Oct 2018 13:49:20 GMT",0
5640,test,"Sat, 27 Oct 2018 13:33:19 GMT","Sat, 27 Oct 2018 14:11:23 GMT",0
5639,test,"Sat, 27 Oct 2018 13:24:08 GMT","Sat, 27 Oct 2018 13:24:40 GMT",0
5638,test,"Sat, 27 Oct 2018 13:09:51 GMT","Sat, 27 Oct 2018 13:41:45 GMT",0
5637,test,"Sat, 27 Oct 2018 12:55:23 GMT","Sat, 27 Oct 2018 13:08:49 GMT",0
5636,calibration,"Sat, 27 Oct 2018 12:44:23 GMT","Sat, 27 Oct 2018 12:53:09 GMT",0
5635,test,"Sat, 27 Oct 2018 12:10:53 GMT","Sat, 27 Oct 2018 13:17:59 GMT",0
5634,test,"Sat, 27 Oct 2018 11:16:58 GMT","Sat, 27 Oct 2018 11:53:17 GMT",0
5633,test,"Fri, 26 Oct 2018 20:55:52 GMT","Sat, 27 Oct 2018 10:29:44 GMT",0
5632,test,"Fri, 26 Oct 2018 20:27:05 GMT","Fri, 26 Oct 2018 20:50:36 GMT",0
5631,test,"Fri, 26 Oct 2018 20:05:14 GMT","Fri, 26 Oct 2018 20:19:16 GMT",0
5630,test,"Fri, 26 Oct 2018 19:47:12 GMT","Fri, 26 Oct 2018 19:52:40 GMT",0
5629,test,"Fri, 26 Oct 2018 19:25:51 GMT","Fri, 26 Oct 2018 19:44:05 GMT",0
5628,test,"Fri, 26 Oct 2018 18:22:33 GMT","Fri, 26 Oct 2018 18:33:36 GMT",0
5627,test,"Fri, 26 Oct 2018 18:05:59 GMT","Fri, 26 Oct 2018 18:12:10 GMT",0
5626,test,"Fri, 26 Oct 2018 17:51:05 GMT","Fri, 26 Oct 2018 17:57:07 GMT",0
5625,cosmics,"Fri, 26 Oct 2018 17:44:35 GMT","Fri, 26 Oct 2018 17:45:04 GMT",0
5624,calibration,"Fri, 26 Oct 2018 17:38:14 GMT","Fri, 26 Oct 2018 17:42:26 GMT",0
5623,test,"Fri, 26 Oct 2018 17:31:45 GMT","Fri, 26 Oct 2018 18:35:32 GMT",0
5622,calibration,"Fri, 26 Oct 2018 17:27:36 GMT","Fri, 26 Oct 2018 17:32:06 GMT",0
5621,cosmics,"Fri, 26 Oct 2018 17:22:33 GMT","Fri, 26 Oct 2018 17:23:24 GMT",0
5620,calibration,"Fri, 26 Oct 2018 17:15:28 GMT","Fri, 26 Oct 2018 17:25:10 GMT",0
5619,test,"Fri, 26 Oct 2018 17:11:42 GMT","Fri, 26 Oct 2018 17:18:11 GMT",0
5618,calibration,"Fri, 26 Oct 2018 17:05:19 GMT","Fri, 26 Oct 2018 17:07:56 GMT",0
5617,calibration,"Fri, 26 Oct 2018 17:01:13 GMT","Fri, 26 Oct 2018 17:03:04 GMT",0
5616,test,"Fri, 26 Oct 2018 16:56:03 GMT","Fri, 26 Oct 2018 17:08:05 GMT",0
5615,calibration,"Fri, 26 Oct 2018 16:50:18 GMT","Fri, 26 Oct 2018 16:52:28 GMT",0
5614,calibration,"Fri, 26 Oct 2018 16:43:53 GMT","Fri, 26 Oct 2018 16:46:21 GMT",0
